,image,class,set
7946,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238147393-7634.JPG,,final
7947,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238568130-183496.JPG,,final
7948,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2446759559-123721.JPG,,final
7949,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238161411-230708.JPG,,final
7950,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238591157-337089.JPG,,final
7951,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237919595-151372.JPG,,final
7952,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238483410-168517.JPG,,final
7953,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2446758223-48847.JPG,,final
7954,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238506426-246027.JPG,,final
7955,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237921570-151443.JPG,,final
7956,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2417206791-266827.JPG,,final
7957,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238525939-101052.JPG,,final
7958,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2986400357-371199.JPG,,final
7959,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238512083-24851.JPG,,final
7960,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2864908435-212478.JPG,,final
7961,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238563594-108637.JPG,,final
7962,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2562048726-277036.JPG,,final
7963,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2847225316-284199.JPG,,final
7964,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238417373-15555.JPG,,final
7965,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238502822-320787.JPG,,final
7966,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238559022-331192.JPG,,final
7967,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237940067-301302.JPG,,final
7968,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237959555-152814.JPG,,final
7969,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237961311-227071.JPG,,final
7970,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2382324874-117373.JPG,,final
7971,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2425494419-120864.JPG,,final
7972,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2285836182-338886.JPG,,final
7973,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493565-170012.JPG,,final
7974,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238217398-10763.JPG,,final
7975,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2413148079-117971.JPG,,final
7976,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2383042682-340972.JPG,,final
7977,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238341237-309874.JPG,,final
7978,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2818079324-134223.JPG,,final
7979,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2421822346-267483.JPG,,final
7980,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237929761-225882.JPG,,final
7981,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238459857-315278.JPG,,final
7982,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2901938333-69576.JPG,,final
7983,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2430665696-270652.JPG,,final
7984,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2285836129-115540.JPG,,final
7985,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2868472471-287725.JPG,,final
7986,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238561207-331637.JPG,,final
7987,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2458347958-51207.JPG,,final
7988,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2883273460-216447.JPG,,final
7989,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2421822506-267513.JPG,,final
7990,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2425495767-344421.JPG,,final
7991,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238523880-174899.JPG,,final
7992,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238564424-108834.JPG,,final
7993,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238516672-323058.JPG,,final
7994,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2424121831-267896.JPG,,final
7995,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238577028-36919.JPG,,final
7996,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238561387-331673.JPG,,final
7997,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238477393-19216.JPG,,final
7998,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238198763-9902.JPG,,final
7999,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2981230409-145361.JPG,,final
8000,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2430665805-196685.JPG,,final
8001,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238353608-12870.JPG,,final
8002,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2964216438-71083.JPG,,final
8003,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238438269-90644.JPG,,final
8004,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2868482496-288356.JPG,,final
8005,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2821605314-134675.JPG,,final
8006,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238520458-26161.JPG,,final
8007,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2868486429-139517.JPG,,final
8008,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2427873034-121543.JPG,,final
8009,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2874307434-140168.JPG,,final
8010,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238164176-230815.JPG,,final
8011,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238479480-167899.JPG,,final
8012,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238473514-92955.JPG,,final
8013,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238501578-23151.JPG,,final
8014,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2816363347-357525.JPG,,final
8015,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2860307321-285460.JPG,,final
8016,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238520477-323650.JPG,,final
8017,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238352655-161221.JPG,,final
8018,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2874305356-289085.JPG,,final
8019,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238565438-34650.JPG,,final
8020,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238569768-35366.JPG,,final
8021,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238202525-158308.JPG,,final
8022,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2427871969-121280.JPG,,final
8023,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238460612-315305.JPG,,final
8024,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2430667794-123122.JPG,,final
8025,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2818074333-59949.JPG,,final
8026,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238473729-92994.JPG,,final
8027,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2331571158-41736.JPG,,final
8028,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238561035-182266.JPG,,final
8029,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238511676-246956.JPG,,final
8030,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2425493079-120613.JPG,,final
8031,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2851419307-359267.JPG,,final
8032,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238570408-35463.JPG,,final
8033,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2898635354-142910.JPG,,final
8034,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2816367344-133753.JPG,,final
8035,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2424122592-343245.JPG,,final
8036,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238400354-89127.JPG,,final
8037,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238246189-85522.JPG,,final
8038,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238589457-336967.JPG,,final
8039,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238580128-37638.JPG,,final
8040,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238500130-171073.JPG,,final
8041,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238154317-305620.JPG,,final
8042,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2868482413-65408.JPG,,final
8043,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2883266302-365724.JPG,,final
8044,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2813000333-59380.JPG,,final
8045,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238519440-174241.JPG,,final
8046,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238516469-99549.JPG,,final
8047,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2575120290-204200.JPG,,final
8048,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238568654-109603.JPG,,final
8049,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237966859-79403.JPG,,final
8050,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238557971-255462.JPG,,final
8051,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238506931-246111.JPG,,final
8052,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2452380339-125073.JPG,,final
8053,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238590402-337032.JPG,,final
8054,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238562500-182518.JPG,,final
8055,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2847220326-284147.JPG,,final
8056,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238399407-312576.JPG,,final
8057,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2421822317-342626.JPG,,final
8058,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238443489-90916.JPG,,final
8059,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2446759713-49229.JPG,,final
8060,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238573502-333842.JPG,,final
8061,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2449443518-50177.JPG,,final
8062,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238458490-165876.JPG,,final
8063,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2804903321-281744.JPG,,final
8064,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2862697370-211649.JPG,,final
8065,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238473359-92931.JPG,,final
8066,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2862693386-286099.JPG,,final
8067,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238577229-111434.JPG,,final
8068,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2901946408-70224.JPG,,final
8069,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238513274-99043.JPG,,final
8070,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238438059-90633.JPG,,final
8071,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498289-96548.JPG,,final
8072,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238511017-322180.JPG,,final
8073,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2860304386-285375.JPG,,final
8074,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2331570880-190005.JPG,,final
8075,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2818065323-59778.JPG,,final
8076,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2265772269-114891.JPG,,final
8077,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238561559-108268.JPG,,final
8078,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2351006412-339962.JPG,,final
8079,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2831358313-60969.JPG,,final
8080,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2901933319-142986.JPG,,final
8081,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2868476481-287994.JPG,,final
8082,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238551446-254141.JPG,,final
8083,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238469200-166665.JPG,,final
8084,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2430666975-196973.JPG,,final
8085,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238217612-308477.JPG,,final
8086,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2874306308-66183.JPG,,final
8087,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2425495435-195117.JPG,,final
8088,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238404539-89369.JPG,,final
8089,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238576602-334613.JPG,,final
8090,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238467186-240420.JPG,,final
8091,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2575120690-204301.JPG,,final
8092,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238347807-310257.JPG,,final
8093,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238548026-253250.JPG,,final
8094,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2425494138-46404.JPG,,final
8095,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2898618454-142237.JPG,,final
8096,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238573897-333972.JPG,,final
8097,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238558956-255694.JPG,,final
8098,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238384385-162592.JPG,,final
8099,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2964209307-368891.JPG,,final
8100,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238496223-22222.JPG,,final
8101,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238519729-100029.JPG,,final
8102,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499248-22752.JPG,,final
8103,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2898628308-68740.JPG,,final
8104,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237942583-3796.JPG,,final
8105,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238499212-320300.JPG,,final
8106,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2382323452-340554.JPG,,final
8107,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238518131-247943.JPG,,final
8108,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238559120-181865.JPG,,final
8109,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2273187686-263291.JPG,,final
8110,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2864911457-362260.JPG,,final
8111,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2864910308-64177.JPG,,final
8112,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238468439-92300.JPG,,final
8113,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238510263-24604.JPG,,final
8114,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2818070349-134052.JPG,,final
8115,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238516695-173841.JPG,,final
8116,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238573002-333726.JPG,,final
8117,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237948702-301591.JPG,,final
8118,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238327734-85974.JPG,,final
8119,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2994387304-148008.JPG,,final
8120,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2851423331-284375.JPG,,final
8121,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2430665541-270613.JPG,,final
8122,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2430667286-271042.JPG,,final
8123,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238493030-169943.JPG,,final
8124,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238503979-97481.JPG,,final
8125,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238570408-35461.JPG,,final
8126,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238561926-256294.JPG,,final
8127,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238558759-107609.JPG,,final
8128,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2251781159-114676.JPG,,final
8129,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238551886-254272.JPG,,final
8130,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238355887-310702.JPG,,final
8131,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237962291-227131.JPG,,final
8132,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2424123397-343414.JPG,,final
8133,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2901940378-69730.JPG,,final
8134,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238513471-247235.JPG,,final
8135,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2816365343-59578.JPG,,final
8136,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238481963-19956.JPG,,final
8137,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238490477-318915.JPG,,final
8138,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237918670-151328.JPG,,final
8139,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238422221-238132.JPG,,final
8140,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2898627313-68696.JPG,,final
8141,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2981234405-219862.JPG,,final
8142,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238219003-10884.JPG,,final
8143,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2874311367-364473.JPG,,final
8144,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2382320280-191054.JPG,,final
8145,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238565073-34575.JPG,,final
8146,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2332528875-190516.JPG,,final
8147,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2460547631-274218.JPG,,final
8148,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2851429314-135595.JPG,,final
8149,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2986448321-296611.JPG,,final
8150,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2821597365-208831.JPG,,final
8151,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2818078304-134190.JPG,,final
8152,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238526328-27124.JPG,,final
8153,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238498989-96673.JPG,,final
8154,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2430667587-346450.JPG,,final
8155,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238328123-11663.JPG,,final
8156,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238516660-173835.JPG,,final
8157,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238524878-26848.JPG,,final
8158,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238509827-321956.JPG,,final
8159,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2383041849-117489.JPG,,final
8160,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2864901346-286777.JPG,,final
8161,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237917386-225479.JPG,,final
8162,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238484657-317989.JPG,,final
8163,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237941850-151925.JPG,,final
8164,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2351006782-340031.JPG,,final
8165,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238560169-107972.JPG,,final
8166,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238572742-333668.JPG,,final
8167,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238179191-231271.JPG,,final
8168,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238136293-6922.JPG,,final
8169,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2651225318-58788.JPG,,final
8170,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238386306-236809.JPG,,final
8171,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238591009-113789.JPG,,final
8172,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238151159-82182.JPG,,final
8173,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238306560-159908.JPG,,final
8174,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2862700469-137519.JPG,,final
8175,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2430666470-196839.JPG,,final
8176,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238550571-253923.JPG,,final
8177,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238557464-107286.JPG,,final
8178,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238583855-186896.JPG,,final
8179,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238150442-305425.JPG,,final
8180,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2458348072-349127.JPG,,final
8181,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238189990-157757.JPG,,final
8182,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238189204-83673.JPG,,final
8183,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238376379-88107.JPG,,final
8184,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2382321487-340474.JPG,,final
8185,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238450067-314892.JPG,,final
8186,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494499-95950.JPG,,final
8187,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238469410-166694.JPG,,final
8188,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238421842-313381.JPG,,final
8189,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2816355323-59421.JPG,,final
8190,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238070461-228151.JPG,,final
8191,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2382319269-116998.JPG,,final
8192,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2651224305-207386.JPG,,final
8193,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2984614335-220455.JPG,,final
8194,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2446760506-272076.JPG,,final
8195,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238421418-15684.JPG,,final
8196,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238310032-309214.JPG,,final
8197,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2981228447-369579.JPG,,final
8198,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2868472423-64757.JPG,,final
8199,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238494742-319480.JPG,,final
8200,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2898632405-217147.JPG,,final
8201,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238354273-12901.JPG,,final
8202,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238191252-307193.JPG,,final
8203,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238559313-33416.JPG,,final
8204,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2818065343-59791.JPG,,final
8205,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2874313474-140579.JPG,,final
8206,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238557597-330873.JPG,,final
8207,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2984614391-295490.JPG,,final
8208,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238123570-154584.JPG,,final
8209,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238508723-24339.JPG,,final
8210,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2237925960-151569.JPG,,final
8211,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238165150-156721.JPG,,final
8212,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238190832-307174.JPG,,final
8213,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2868486338-65633.JPG,,final
8214,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238467032-315737.JPG,,final
8215,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238503481-245555.JPG,,final
8216,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238480049-93774.JPG,,final
8217,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2964210318-70865.JPG,,final
8218,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2351007884-116907.JPG,,final
8219,/work1/niejep/SummerSchoolChallenge2022/fungiimages/DF20M/2238531899-102300.JPG,,final
